id,price,moonRank,rank,💎 score,background,skin,hair,mouth,eyes,eyebrows,clothes,headAccessory,faceAccessory,glasses,rarityURL,solanartURL
8867,1.09,2768,3734,2868,Purple,Black,Ponytail Teal,Black,Purple,Small,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/8867,https://solanart.io/search/?token=7HQhdTyBpQBxMc72AbPet4Thjg381nXT3uHPuGUGVLKo
8873,99,5727,5079,15618,Purple Flat,Cyborg,Bob Black,Pink,Blue,Thin,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/8873,https://solanart.io/search/?token=8XDAxBgymq5TnbdXiQvgDtXKRgUU92ojf9ZbvV3TFGXp
8874,5,4357,3556,4848,Blue,White,Bob Brown,Pink,Black,Arched,Tank Top,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/8874,https://solanart.io/search/?token=ANKrKY4mB3ucgC9FSEXb9yfjq3BbuuQd1ca88LBGwij9
8875,1,3553,5770,3644,Pastel,Cyborg,Ponytail Brown,Pink,Blue,Worry,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/8875,https://solanart.io/search/?token=D5523ZLoPXphPaJJBLajhBfy6ArBwH3EikvhVHZD6r67
8876,1.09,6095,4867,6195,Pastel,White,Bob Pink,Pink,Purple,Arched,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/8876,https://solanart.io/search/?token=8ddjnFSnsUqJoMjRV95H9yco8E6uFGqb8UN49YpcWKPM
8879,0.2,1676,1205,1687,Yellow Flat,Black,Ponytail Brown,Pink,Teal,Thin,Tshirt,,Gasmask Gunmetal,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/8879,https://solanart.io/search/?token=DKs9E6qRr2DUkTNCApuAXqMyGvX4cmjhMHrRLhMXqsLi
8885,4.9,2618,962,3099,Green,Gold,Ponytail Black,Pink,Teal,Thin,Tshirt,,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/8885,https://solanart.io/search/?token=BvDppeWZQ8nGsXGNhswMTww4UByETtPWrznnzgUK9EmJ
8888,3.9,710,1560,1091,Solana1,Black,Bob Brown,Black,Blue,Worry,Tank Top,Scribbles,Facemask,,https://gloom-rarity-page.vercel.app/punk/8888,https://solanart.io/search/?token=FPwL2T2jft1Bfi142d3s7T3bGABCNxDaV3Cd71x3GTEC
8893,5,3629,5136,4120,Yellow,Cyborg,Bob Brown,Gold,Teal,Thin,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/8893,https://solanart.io/search/?token=739FH1r62MFurhwHuVcwQeioVYAUXLwTyFkEkHWKvBDk
8918,1,7886,7957,7977,Blue,White,Ponytail White,Pink,Blue,Small,Tshirt,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/8918,https://solanart.io/search/?token=FwwfY8Yafyx9kqiTKvhGn5D3H8GRkywyFfEqTYmgufZt
8919,4.1,2323,3970,2724,Teal,Black,Bob White,Pink,Purple,Worry,Turtleneck,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/8919,https://solanart.io/search/?token=BYJmJFc8bc9rQvE8XnhucbDD8AcGWSC6Mmjpg9Nqm3cU
8936,3,9124,9194,9415,Beige,White,Ponytail Black,Pink,Blue,Thin,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/8936,https://solanart.io/search/?token=6YfgvFXXzrwFCgwVjJpVe83kV6MsFK3tgj2qHfTHC5SK
8937,0.4,7489,8089,7520,Green,White,Ponytail Brown,Black,Blue,Arched,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/8937,https://solanart.io/search/?token=BVFBU1wZK1P9YJqQQA1KWmu9yfNpkNNouzcogPhHE55m
8939,30,3706,4858,6697,Blue,Cyborg,Ponytail Black,Pink,Teal,Arched,Hoodie,,Facemask,,https://gloom-rarity-page.vercel.app/punk/8939,https://solanart.io/search/?token=3T4fdVXjRsSXWmRa54Pdu7ag9qKyoNFGAd3e5nJ2kmv4
8952,5.5,6225,4029,6766,Teal,Black,Ponytail Black,Pink,Teal,Arched,Tshirt,Butterflies,,,https://gloom-rarity-page.vercel.app/punk/8952,https://solanart.io/search/?token=8BrYAEqZoSE8ANwMRuNkKmav5Z93gf5ghG7EHqzsJAUb
8954,1,9343,9298,9434,Blue,White,Ponytail Black,Pink,Blue,Arched,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/8954,https://solanart.io/search/?token=HNysYwCvoPrFt1sW25zeiqyzoSZozfNRpfX7FGa7xNdN
8962,242,5072,2641,29263,Purple,White,Ponytail Brown,Pink,Blue,Small,Turtleneck,,Piercing,,https://gloom-rarity-page.vercel.app/punk/8962,https://solanart.io/search/?token=AFUy3bk9ZNUAuwT1yHXCodGo5xeNYvrHmwcQmUUzvJ5Y
8969,1.09,7614,8593,7714,Beige,Black,Ponytail Brown,Pink Fangs,Teal,Small,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/8969,https://solanart.io/search/?token=GfPbEPJoFvvSKEpA47AHqzAH7noATujsqRx6jaw5mMyf
8972,5,4742,1769,5233,Teal Flat,White,Ponytail Black,Pink,Blue,Thin,Tshirt,,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/8972,https://solanart.io/search/?token=2eJmZD5zh2PLKcBmeGraNQjtw81QADNFZThY2SFEhUsx
8975,0.6,5635,7718,5686,Beige,Black,Ponytail Black,Pink,Purple,Small,Tshirt,Helix Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/8975,https://solanart.io/search/?token=6RGkBpBjEncEwQC6kaDCNGrCwsxATv2ktpJZWidBuVJd
8977,3,7785,8673,8076,Green,Cyborg,Ponytail Brown,Pink,Teal,Thin,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/8977,https://solanart.io/search/?token=FqfU1LPveeLf8MumGwoJCRAEVHyghdUQCgJUcKAHXKRY
8981,2.8,2876,3529,3147,Beige,White,Bob Pink,Black Fangs,Purple,Small,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/8981,https://solanart.io/search/?token=HHw4gPe5Gdxwqi99nwJz667dcB9utHLvuJkGD355Q6kV
8984,50,1366,1796,6357,Solana2,Blue,Bob White,Pink,Blue,Thin,Turtleneck,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/8984,https://solanart.io/search/?token=Ce6CQhtS9DjXEvDn5NAVKvr6QEXQsn7rFwTt18VJwZHY
8985,10,6199,6083,7190,Purple,White,Bob Black,Pink Fangs,Teal,Small,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/8985,https://solanart.io/search/?token=B5a9WLrY7xoLuPbxC6dtDLGCpbVJhvkgEJ861TBiS11g
8989,0.469,1781,2604,1818.9,Yellow Flat,White,Ponytail Brown,Pink Fangs,Teal,Thin,Tshirt,,Bandaids,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/8989,https://solanart.io/search/?token=2LUHu8ZcwYUwquZ58HVsnMzMAnupjNiu4JhjgLce7Baq
8991,0.379,7991,8805,8019.9,Blue,Black,Ponytail Black,Pink,Purple,Thin,Tank Top,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/8991,https://solanart.io/search/?token=CQmaJhvkrrKetnsieiUfUYemMnqP4P8XSMvAjoK7AQMy
8992,0.59,2094,1209,2144,Beige,White,Bob Teal,Pink,Teal,Small,Turtleneck,Top Hat,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/8992,https://solanart.io/search/?token=ChsYCCHgyjDrRnEqcB12VSEsSEZ67dyQ2a89DdD3EdCm
8994,0.489,1695,2791,1734.9,Yellow,Black,Bob Brown,Pink Fangs,Teal,Worry,Turtleneck,,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/8994,https://solanart.io/search/?token=CTNaqTz3MAJQ8w6gGTZUZ3KG35vDSzZopmZDhoAaTfmd
8995,0.379,5381,6840,5409.9,Beige,Black,Bob White,Pink Fangs,Blue,Arched,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/8995,https://solanart.io/search/?token=CoNPYcypUJrtgTJv9E5yXTEebF2fwhP2y1szA3jjLUqq
8996,0.693,4044,3638,4104.3,Grey,White,Ponytail Pink,Pink,Teal,Small,Bandages,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/8996,https://solanart.io/search/?token=8X6BFRSRJf1KDhfGRjHD1DT3qJf5syngmVTsRDPhM7a7
8997,3,7948,8616,8239,Blue,Cyborg,Ponytail Black,Pink,Purple,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/8997,https://solanart.io/search/?token=GqYr9KhPqd3RpFMVqPHAfT6FHLNopegoCYRNexUyCYWj
8999,1.09,5856,4326,5956,Yellow Flat,Black,Bob White,Pink Fangs,Teal,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/8999,https://solanart.io/search/?token=5a2h8BZCH6khShhnWiwF9KzKKZo8XCtTg3xDpawnrwvp
9006,5.4,2473,1411,3004,Beige,White,Bob White,Pink,Teal,Arched,Hoodie,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/9006,https://solanart.io/search/?token=6jDPFrXDCASUYqLgLQrs8pKmDnJHULU9XRQGyUNxp8Yp
9008,0.14,3971,5674,3976,Solana2,Black,Bob White,Black,Purple,Thin,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/9008,https://solanart.io/search/?token=8KjrU47128eKFaoPnPeLU3n5vho2AptgFdG1Br8PYd2R
9009,0.479,7972,8638,8010.9,Beige,Cyborg,Bob Brown,Pink,Purple,Scar,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/9009,https://solanart.io/search/?token=CC6exUUnBBhYM5TKWsKxgJ9uv2GdTXcHThS3231k1VCS
9010,1.69,1587,3561,1747,Solana1,Blue,Ponytail Black,Gold,Purple,Arched,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9010,https://solanart.io/search/?token=5NVZnUjikduThYgHmfmKuuaWyAbHpaB8KvcLjTNRMR57
9015,1.69,1358,1000,1518,Teal,White,Ponytail Teal,Pink Fangs,Purple,Arched,Tshirt,,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/9015,https://solanart.io/search/?token=giApQ1xhc2U6CLJJUR8wbzxKkrmjkNfetb4Py6rRK3j
9016,1.269,4082,2745,4199.9,Green,White,Ponytail Black,Gold,Teal,Thin,Tank Top,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/9016,https://solanart.io/search/?token=6rADBJ5D8kk6gug2JNcqpSNWYrXpX3JMfkdqYKgrdWs3
9017,1,606,2165,697,Purple,White,Bob White,Black Fangs,Blue,Small,Bandages,Top Hat,Facemask,,https://gloom-rarity-page.vercel.app/punk/9017,https://solanart.io/search/?token=2r5k79nGVq9yo78Kv9756MoZSQaFktPZnVfFiokTDYzA
9019,0.95,7343,7478,7429,Solana1,Black,Bob Black,Gold,Blue,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/9019,https://solanart.io/search/?token=HP7pHB7cv1ungu1rmpDzpwx9CfSqpznRNy6vKKRRRT3x
9021,2.5,119,1208,360,Solana2,Cyborg,Bob Black,Black Fangs,White,Small,Tank Top,Horns,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/9021,https://solanart.io/search/?token=9oZ4gxQfXvgwwomD9NDgjJM1v42uG5MU27nvfRiau7P5
9032,1.99,4501,6437,4691,Green,Cyborg,Ponytail Black,Gold,Blue,Worry,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/9032,https://solanart.io/search/?token=ERcdABqKMDUtjQGuvZvNGttsqev2nHm177azKkjEcbTq
9048,0.7,8056,6451,8117,Grey,White,Bob Teal,Black,Blue,Arched,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/9048,https://solanart.io/search/?token=8qgn2wsoAtFG5d6Jvp3r6ZKcaB7aP9X1vBMagd8zQKu1
9056,5,3341,2323,3832,Pastel,White,Bob Teal,Pink Fangs,Teal,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/9056,https://solanart.io/search/?token=6kjRrNarPzzNfPgyNJwFjiYdWSi6XZwAGX9C5TPxNxfe
9061,0.5,7293,7978,7334,Solana1,Black,Bob Black,Pink,Teal,Arched,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9061,https://solanart.io/search/?token=4NkunchTWEDMbL6xedpLvDimrVtzTJCj93fsGJHesouU
9065,1.09,4269,2624,4369,Solana1,Black,Bob Black,Pink,Purple,Small,Tshirt,,Gasmask Pink,,https://gloom-rarity-page.vercel.app/punk/9065,https://solanart.io/search/?token=EzWMBy3s9kGToFi8Cm1KoeK6xv2R9WTZw1vf1BofpBv2
9070,1.3,724,1647,845,Teal,Black,Bald,Black,Blue,Arched,Tank Top,Helix Hat,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/9070,https://solanart.io/search/?token=HANqUdLBrmhM9dV12tevma8Qc4bLFrnJZF33K4iSjZYL
9073,7,1619,2838,2310,Yellow,Cyborg,Ponytail White,Pink Fangs,Purple,Arched,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/9073,https://solanart.io/search/?token=EdfTcLAo8S3CknLYU4JVbvAChsGvetFZeR3ZCcgTUzSj
9079,0.15,8162,7941,8168,Green,White,Bob Black,Pink,Teal,Small,Turtleneck,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/9079,https://solanart.io/search/?token=7DCUzCAqCT8RdwgR8TsRzFCwwHAZGzosVdxsVFJM17zN
9086,244,78,924,24469,Yellow,White,Ponytail Brown,Black Fangs,Teal,Small,Bandages,Horns,Bandaids,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/9086,https://solanart.io/search/?token=GgTkByqMwtZmqNrK71NxmcE5s1Bf6nRhdJxXsoNdpNE4
9092,1,753,1455,844,Green,White,Ponytail Teal,Pink,Blue,Thin,Turtleneck,Top Hat,Facemask,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/9092,https://solanart.io/search/?token=Ek95UvS6B94i6V6gZMczwNU2WfAwELYW4wpxSrd3e76H
9098,0.4,1852,1752,1883,Teal,Black,Bob Black,Pink,Teal,Worry,Tshirt,Top Hat,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/9098,https://solanart.io/search/?token=6rBBM7nGMMXcQtRwK5bHYfneeenU3hoLc1GfegifFSrL
9114,3,136,1107,427,Blue,Blue,Ponytail White,Black Fangs,Blue,Arched,Tank Top,Mushrooms,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/9114,https://solanart.io/search/?token=AAQZDQUMK9MBdZ4VFySbyCCiAkxGZ6cHyrWhXnasxMka
9122,7,8174,8902,8865,Green,White,Bob Brown,Pink,Purple,Small,Turtleneck,,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/9122,https://solanart.io/search/?token=j7vJNg9vuCCUVkiUp3feYCsqfaRanTGxDnLXqwLTReW
9126,3.3,2240,2115,2561,Yellow,Cyborg,Bob Brown,Black,Blue,Arched,Tshirt,,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/9126,https://solanart.io/search/?token=FRHcE7SFXcb8TCWhD4WzyEzKEWftZCda7BUX6uTtRdFm
9135,9.9,2161,67,3142,Smoke,Black,Ponytail Black,Pink Fangs,Teal,Small,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/9135,https://solanart.io/search/?token=9gdq8Z88UVkvmVHidxjSTzCU7extSYeF8GRdd82d6oP4
9136,1.029,574,1066,667.9,Solana2,White,Ponytail White,Pink Fangs,Purple,Small,Tank Top,Top Hat,Piercing,,https://gloom-rarity-page.vercel.app/punk/9136,https://solanart.io/search/?token=4yP1t93pJ97MGFxR9ewMu8MvGB4Net5NMRWaoof5ARs1
9137,0.369,7053,4796,7080.9,Solana2,White,Ponytail Pink,Pink,Teal,Small,Tshirt,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/9137,https://solanart.io/search/?token=TySjjpYgpRKqNtArE9JX9jzC7ehzebGoiQMZp9UXVzZ
9138,0.3169,6915,6440,6937.69,Purple,Black,Bob White,Pink,Teal,Arched,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/9138,https://solanart.io/search/?token=99SNAJdjncdqrjKhzoNGwxAg577YRncxQhvKByFTp1Dd
9139,0.3169,7000,7803,7022.69,Solana2,Black,Ponytail Brown,Pink,Purple,Arched,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9139,https://solanart.io/search/?token=AR3wquaGFxC3MroBMZ24yfASwN65vT9CcPztGsCKFohd
9142,1.069,2408,2306,2505.9,Beige,Gold,Bob Black,Black,Blue,Small,Tank Top,Horns,,,https://gloom-rarity-page.vercel.app/punk/9142,https://solanart.io/search/?token=Ety37uxszWJ9ex2kqP4EoWiMaJMHfTS6tsdrkagYc726
9145,0.69,2671,3488,2731,Pastel,Cyborg,Ponytail Pink,Pink,Blue,Arched,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9145,https://solanart.io/search/?token=HKUwiatrSM2c3NcvY2sUkFn5HwTmvgjDRuh57BmYtMYv
9146,2.69,3019,2423,3279,Green,Blue,Bob Pink,Pink,Blue,Small,Hoodie,,,,https://gloom-rarity-page.vercel.app/punk/9146,https://solanart.io/search/?token=BJDYdhPfaTRDN4uybVKh155mn7g1aBSDy3ujEgepazGk
9147,0.869,3280,3701,3357.9,Blue,Black,Ponytail Pink,Gold,Blue,Arched,Bandages,,,,https://gloom-rarity-page.vercel.app/punk/9147,https://solanart.io/search/?token=GhLVggZTbQ8JhXeSN8MJ1Wspn9zmaSTBZbCHrdLXHwXy
9153,1.08,541,1457,640,Green,Cyborg,Bob Black,Gold,Black,Scar,Tank Top,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/9153,https://solanart.io/search/?token=Hk12Qjw76AiaDfq1u2jsDcCTWb2c74AJ8HGKEAT9r377
9156,4.6,6522,5317,6973,Teal Flat,Black,Bob Brown,Pink,Purple,Thin,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/9156,https://solanart.io/search/?token=96vfAmk1N55qgHRhVFY7GhDFhoNXqt5ysKHXnx73jnwj
9158,5,2875,1662,3366,Teal Flat,Black,Bob Brown,Black,Teal,Arched,Tshirt,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/9158,https://solanart.io/search/?token=3jvM5RPxBPBJ6vQHC8nMqBpddrik2URQVekKkfQBvavT
9161,1.09,6539,6975,6639,Green,Blue,Ponytail Brown,Pink,Teal,Small,Turtleneck,Top Hat,,,https://gloom-rarity-page.vercel.app/punk/9161,https://solanart.io/search/?token=DwSGZwQwwKDMvgo6AMjx5CumAyiMYHuZhfSbZWLtyYXN
9169,1.4,2553,3936,2684,Beige,Black,Bob Pink,Pink,Teal,Scar,Tshirt,Top Hat,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/9169,https://solanart.io/search/?token=FazaPT9iaYotsXsrCpN5PZXGtiCvdKKxQpDgYb5zo3bt
9189,3.1,4947,4553,5248,Grey,Black,Bob Teal,Gold,Blue,Small,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/9189,https://solanart.io/search/?token=5sbgiahK2RvtkbQhybj9DgFC37b7r9Xv7DrchP66ewVe
9191,2.5,7232,2559,7473,Pastel,White,Ponytail Brown,Pink,Teal,Arched,Naked,,,,https://gloom-rarity-page.vercel.app/punk/9191,https://solanart.io/search/?token=EouFD6oyH4CH9oMp1ndWKTmze8vu1CcL6fFfzc5ssbaH
9205,1.5,7335,8007,7476,Solana1,Black,Ponytail Brown,Pink,Teal,Small,Tank Top,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9205,https://solanart.io/search/?token=F8y4nwr5sk1Qx2wCKiRRBT3EcRbUwpyC5rzKKh6Syaqr
9206,0.3,2790,1652,2811,Beige,Black,Bob Brown,Pink,Teal,Small,Hoodie,,Piercing,,https://gloom-rarity-page.vercel.app/punk/9206,https://solanart.io/search/?token=AQvRq5t6oMDHpuhjLVuYD8bTxtNh6bNZpjbrVJdUbCCm
9207,0.27,7741,8162,7759,Grey,Black,Bob Brown,Pink,Blue,Thin,Tshirt,,Bandaids,,https://gloom-rarity-page.vercel.app/punk/9207,https://solanart.io/search/?token=EsmGkAGn4B1DQG5F6NYukpSziwhFLXEdDQsiM9RfW3fC
9215,10,3074,3464,4065,Blue,Black,Ponytail Brown,Pink,Blue,Thin,Tshirt,Horns,,Glasses Solana,https://gloom-rarity-page.vercel.app/punk/9215,https://solanart.io/search/?token=HuY86MZBU4rjWv4DcgkotfbbdCgE4YRoLKcPVjC4u6bX
9216,0.5,8042,7260,8083,Green,Black,Bob Pink,Black,Blue,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/9216,https://solanart.io/search/?token=HPEGZRW4dpohvxB76234U6dqEAmvh5KM9FkiEjSGkbPC
9229,12,2288,28,3479,Smoke,Black,Bob Black,Pink,Blue,Thin,Tshirt,Clouds,,,https://gloom-rarity-page.vercel.app/punk/9229,https://solanart.io/search/?token=EcAfjHYwqjd5UgVmfY2gwpUgLAGfcqJnit9ZV2fE9MGx
9236,0.15,6343,7493,6349,Grey,White,Bob Brown,Gold,Blue,Thin,Tshirt,,Facemask,,https://gloom-rarity-page.vercel.app/punk/9236,https://solanart.io/search/?token=ufQpWd1NvABbLwgGM5qBRitFAN9YBVFwonu5W52LD27
9244,0.74,2759,2352,2824,Purple,Black,Bob Black,Pink,Purple,Scar,Turtleneck,Clouds,,,https://gloom-rarity-page.vercel.app/punk/9244,https://solanart.io/search/?token=Cg81E2k3W2WJSJxzUoyhARumFsfHeE8kWx2ex1EFuAtf
9249,0.33,1564,3199,1588,Green,White,Ponytail Pink,Black,Blue,Worry,Turtleneck,Helix Hat,,Monocle Regular,https://gloom-rarity-page.vercel.app/punk/9249,https://solanart.io/search/?token=D6o5TTNasUAHrud2Ba1ociiniiBFtrdT3rfCez3yMtVT
9256,1,6571,5893,6662,Purple Flat,Cyborg,Ponytail Brown,Black,Teal,Thin,Tank Top,,,,https://gloom-rarity-page.vercel.app/punk/9256,https://solanart.io/search/?token=Ddv9Nk7gUVzsfdWnE8H7BUhKenhB4JGsR75HzjmJR5xG
9257,0.49,4950,2249,4990,Blue,White,Bob Pink,Pink,Teal,Small,Turtleneck,Clouds,,,https://gloom-rarity-page.vercel.app/punk/9257,https://solanart.io/search/?token=39LbYABKCfeMXD9z1PbTzJB1wzKroAhHhqXGHSEX7kFZ
9260,1.8,3142,643,3313,Teal,White,Bob Brown,Pink,Blue,Scar,Tank Top,Bird,,,https://gloom-rarity-page.vercel.app/punk/9260,https://solanart.io/search/?token=33nH8s6B77zLc8MrEeSe5yDwXtHkzNFk1aBZjV1pExpg
9269,30,3045,4853,6036,Grey,White,Bob Black,Gold,Purple,Scar,Tank Top,Horns,,,https://gloom-rarity-page.vercel.app/punk/9269,https://solanart.io/search/?token=9H6WcL6W576svnHJRWFqa4qJdopd1JbW6dGtvc24YA4J
9281,2.5,3184,4884,3425,Yellow,Black,Ponytail Brown,Black Fangs,Purple,Arched,Turtleneck,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/9281,https://solanart.io/search/?token=HpATs8URfPhxD8WEibchw23JZQE2xagmoXg1dpQwjBdh
9285,0.32,3806,3893,3829,Blue,White,Bob Pink,Pink,Purple,Scar,Turtleneck,Horns,,,https://gloom-rarity-page.vercel.app/punk/9285,https://solanart.io/search/?token=BTk1R1uKCX7fRRumYttTrL2Nc7VXVYRZrXybbz82Jo5
9298,10,1128,1351,2119,Pastel,Black,Bald,Black,White,Thin,Tshirt,Horns,,,https://gloom-rarity-page.vercel.app/punk/9298,https://solanart.io/search/?token=AcPmcxK9W4MsJfNH2VxfXiCNFUbcMzRTpAfxF7S5aeD1
9300,0.15,6461,7414,6467,Solana2,Black,Bob Black,Pink Fangs,Teal,Scar,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/9300,https://solanart.io/search/?token=2dsmMsZhYDfRQqQYEk4uo4Sb2QHSzC1ApXBq8p7896PY
9310,4,6916,5153,7307,Pastel,White,Bob White,Pink,White,Arched,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/9310,https://solanart.io/search/?token=8RPLVAS7gTnb3WRneitLycSb5VN4phgFE4UCqHqZQfK5
9314,1,671,741,762,Yellow,White,Ponytail Teal,Pink Fangs,Blue,Thin,Tshirt,Helix Hat,Gasmask Teal,,https://gloom-rarity-page.vercel.app/punk/9314,https://solanart.io/search/?token=3iYvRuqptLpZ4URkB5Ci7m4zzRmPH7sx8csH5qPpnqFX
9317,0.8,826,2628,897,Green,Blue,Ponytail Brown,Gold,Blue,Scar,Turtleneck,,,Monocle Solana,https://gloom-rarity-page.vercel.app/punk/9317,https://solanart.io/search/?token=5ggp8UYqVxAh7mQS8MgXoDLzmpRFPZK2RA4XBV39prAK
9319,2.5,5476,1176,5717,Green,Black,Ponytail Black,Gold Fangs,Teal,Small,Turtleneck,,,,https://gloom-rarity-page.vercel.app/punk/9319,https://solanart.io/search/?token=CWXereJT9JPEsh6fJsukH7sZLxvF4jdjEYMBN8oVnFGT
9321,50,3128,2610,8119,Blue,Black,Bob Black,Gold,Teal,Arched,Tshirt,,Gasmask Gunmetal,,https://gloom-rarity-page.vercel.app/punk/9321,https://solanart.io/search/?token=3jD9GPo5jjrpx5e3WjQzNbt4S8tTXd91hHxcmutstfqo
9338,2.5,4442,5458,4683,Pastel,White,Ponytail Brown,Pink,Purple,Small,Tshirt,Mushrooms,Facemask,,https://gloom-rarity-page.vercel.app/punk/9338,https://solanart.io/search/?token=4odVhFkaAH46h4kHnczWu2QQfSEFdxd7cYk4ptCLNQas
9340,0.9,2746,1821,2827,Beige,White,Ponytail Pink,Pink,Teal,Arched,Tshirt,Butterflies,Facemask,,https://gloom-rarity-page.vercel.app/punk/9340,https://solanart.io/search/?token=5EBqc7LYh6eGMosC1HvxdqtjyXBUdvEkpEKzivp6wNxd
9342,0.1499,,,NaN,,,,,,,,,,,https://gloom-rarity-page.vercel.app/punk/9342,https://solanart.io/search/?token=HrnG3LYsvgHkZtuRP24PV556XYAyp2JhkD9YkFEkBJAD
9343,18,3589,4450,5380,Grey,Cyborg,Ponytail Brown,Pink,White,Arched,Tshirt,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/9343,https://solanart.io/search/?token=CDjo6VputmgSnPdUioVMhNHS7UNua4oCTCLnxJgZTJQp
9344,1.25,1405,1929,1521,Green,Black,Bald,Black,White,Scar,Tshirt,Helix Hat,,,https://gloom-rarity-page.vercel.app/punk/9344,https://solanart.io/search/?token=CVeG6dT3PFSsD4ehz2iSEPgj89PiCiygoRtFQt9RzDx4
9352,2,4828,3046,5019,Teal,Black,Ponytail Black,Pink,Blue,Thin,Tank Top,Scribbles,,,https://gloom-rarity-page.vercel.app/punk/9352,https://solanart.io/search/?token=J4QmnLxruKUShbzB8ve1XiEcF3ihhhmPnwozhLjPJXmK
9353,10,4497,5792,5488,Grey,White,Ponytail Black,Gold,Purple,Arched,Tank Top,Mushrooms,,,https://gloom-rarity-page.vercel.app/punk/9353,https://solanart.io/search/?token=FmfPpGn1BRNnoZyfdbE5XfZpzKFgxotp43CyZZ8zEYXK
9354,0.39,9148,8188,9178,Grey,White,Bob Black,Pink,White,Small,Tshirt,,,,https://gloom-rarity-page.vercel.app/punk/9354,https://solanart.io/search/?token=3g9FSy6noZtXMyU9QeQQNmcEv4eUDeQErWrirgVarGyb
9355,666,1262,986,67853,Green,Blue,Bob Teal,Pink,Purple,Small,Turtleneck,Clouds,,,https://gloom-rarity-page.vercel.app/punk/9355,https://solanart.io/search/?token=6gZjTaound4ZkQwrBH8ftpWvNrDbrTQR3TtsGq43n5qy
